89.6214953271028,368.64953271028
39.3785046728971,384.200934579439
109.957943925234,532.53738317757
685.359813084112,320.799065420561
625.546728971963,292.088785046729
625.546728971963,306.443925233645
176.948598130841,466.742990654206
156.61214953271,350.705607476636
269.060747663551,318.406542056075
269.060747663551,301.658878504673
632.724299065421,209.546728971963
587.266355140187,138.967289719626
578.892523364486,80.3504672897196
571.714953271028,128.200934579439
388.686915887851,155.714953271028
370.742990654206,88.7242990654206
364.761682242991,159.303738317757
211.640186915888,189.210280373832
193.696261682243,240.64953271028
194.892523364486,264.57476635514
103.976635514019,292.088785046729
135.079439252336,331.565420560748
