108.593312597201,343.442457231726
57.2340590979786,354.192068429238
54.8452566096425,492.742612752722
711.765940902022,348.220062208398
647.268273716952,308.804821150855
646.073872472784,331.498444790047
139.647744945568,442.577760497667
118.148522550545,330.304043545879
232.811041990669,308.804821150855
229.227838258165,293.277604976672
659.212286158632,225.196734059098
617.408242612753,147.56065318818
609.047433903577,86.6461897356141
601.88102643857,135.616640746501
390.47200622084,155.921461897356
371.361586314153,90.229393468118
366.583981337481,158.310264385692
199.367807153966,181.003888024883
198.173405909798,234.751944012442
199.367807153966,253.862363919129
106.204510108865,271.778382581648
112.176516329705,308.804821150855
